dbid,created,last,upi,version_i,deleted,timestamp,userstamp,ac,version,taxid,id
12,48,162,URS000069870A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872551.1:1..133:ncRNA:snopy:Mus_musculus300288,1,10090,1139401213
12,48,162,URS0000667DF4,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872155.1:1..132:ncRNA:snopy:Mus_musculus300289,1,10090,1139401214
12,48,162,URS00006BC631,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872203.1:1..128:ncRNA:snopy:Mus_musculus300290,1,10090,1139401215
12,48,162,URS0000846ED2,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872398.1:1..108:ncRNA:snopy:Mus_musculus300291,1,10090,1139401216
12,48,162,URS000062EE01,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872479.1:1..133:ncRNA:snopy:Mus_musculus300292,1,10090,1139401217
12,48,162,URS000084D846,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872178.1:1..130:ncRNA:snopy:Mus_musculus300293,1,10090,1139401218
12,48,162,URS00006E73DC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872519.1:1..129:ncRNA:snopy:Mus_musculus300294,1,10090,1139401219
12,48,162,URS000068D93D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872576.1:1..132:ncRNA:snopy:Mus_musculus300295,1,10090,1139401220
12,48,162,URS0000843FBF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872279.1:1..124:ncRNA:snopy:Mus_musculus300296,1,10090,1139401221
12,48,162,URS00006A06BF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872115.1:1..120:ncRNA:snopy:Mus_musculus300297,1,10090,1139401222
12,48,162,URS00006C848F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872065.1:1..130:ncRNA:snopy:Mus_musculus300298,1,10090,1139401223
12,48,162,URS000066F09E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872177.1:1..132:ncRNA:snopy:Mus_musculus300299,1,10090,1139401224
12,48,162,URS00006BE3E5,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872147.1:1..133:ncRNA:snopy:Mus_musculus300300,1,10090,1139401225
12,48,162,URS00006A6683,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872602.1:1..119:ncRNA:snopy:Mus_musculus300301,1,10090,1139401226
12,48,162,URS000070715C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872117.1:1..132:ncRNA:snopy:Mus_musculus300302,1,10090,1139401227
12,48,162,URS00006A1B4C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872223.1:1..132:ncRNA:snopy:Mus_musculus300303,1,10090,1139401228
12,48,162,URS000070E79F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872612.1:1..133:ncRNA:snopy:Mus_musculus300304,1,10090,1139401229
12,48,162,URS00006605EB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872252.1:1..127:ncRNA:snopy:Mus_musculus300305,1,10090,1139401230
12,48,162,URS00006237D6,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872180.1:1..130:ncRNA:snopy:Mus_musculus300306,1,10090,1139401231
12,48,162,URS00006A6169,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872079.1:1..132:ncRNA:snopy:Mus_musculus300307,1,10090,1139401232
12,48,162,URS000062BFBF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872872.1:1..70:ncRNA:snopy:Mus_musculus300308,1,10090,1139401233
12,48,162,URS00006EA741,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872040.1:1..132:ncRNA:snopy:Mus_musculus300309,1,10090,1139401234
12,48,162,URS00006C9190,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872158.1:1..132:ncRNA:snopy:Mus_musculus300310,1,10090,1139401235
12,48,162,URS00006D9907,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872499.1:1..130:ncRNA:snopy:Mus_musculus300311,1,10090,1139401236
12,48,162,URS000070BD13,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872013.1:1..134:ncRNA:snopy:Mus_musculus300312,1,10090,1139401237
12,48,162,URS0000697BC0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872083.1:1..131:ncRNA:snopy:Mus_musculus300313,1,10090,1139401238
12,48,162,URS00006A4546,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872556.1:1..137:ncRNA:snopy:Mus_musculus300314,1,10090,1139401239
12,48,162,URS00006D25F3,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872528.1:1..143:ncRNA:snopy:Mus_musculus300315,1,10090,1139401240
12,48,162,URS000072967A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872230.1:1..130:ncRNA:snopy:Mus_musculus300316,1,10090,1139401241
12,48,162,URS000044217C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872935.1:1..97:ncRNA:snopy:Mus_musculus300317,1,10090,1139401242
12,48,162,URS000084CF4D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872447.1:1..142:ncRNA:snopy:Mus_musculus300318,1,10090,1139401243
12,48,162,URS000063567F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872400.1:1..108:ncRNA:snopy:Mus_musculus300319,1,10090,1139401244
12,48,162,URS00006B683C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872550.1:1..123:ncRNA:snopy:Mus_musculus300320,1,10090,1139401245
12,48,162,URS000072420F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872424.1:1..133:ncRNA:snopy:Mus_musculus300322,1,10090,1139401246
12,48,162,URS0000862494,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872481.1:1..138:ncRNA:snopy:Mus_musculus300323,1,10090,1139401247
12,48,162,URS0000646A3F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872249.1:1..138:ncRNA:snopy:Mus_musculus300324,1,10090,1139401248
12,48,162,URS00006F7E77,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872286.1:1..132:ncRNA:snopy:Mus_musculus300325,1,10090,1139401249
12,48,162,URS00006F815E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872176.1:1..131:ncRNA:snopy:Mus_musculus300326,1,10090,1139401250
12,48,162,URS00007012BC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872205.1:1..132:ncRNA:snopy:Mus_musculus300327,1,10090,1139401251
12,48,162,URS000070238A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872134.1:1..133:ncRNA:snopy:Mus_musculus300328,1,10090,1139401252
12,48,162,URS00006C5322,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872017.1:1..126:ncRNA:snopy:Mus_musculus300329,1,10090,1139401253
12,48,162,URS000085F95E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872380.1:1..105:ncRNA:snopy:Mus_musculus300330,1,10090,1139401254
12,48,162,URS000070E5A1,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872028.1:1..131:ncRNA:snopy:Mus_musculus300331,1,10090,1139401255
12,48,162,URS0000673FDA,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872081.1:1..132:ncRNA:snopy:Mus_musculus300332,1,10090,1139401256
12,48,162,URS000065C361,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872012.1:1..131:ncRNA:snopy:Mus_musculus300333,1,10090,1139401257
12,48,162,URS0000652541,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872175.1:1..132:ncRNA:snopy:Mus_musculus300334,1,10090,1139401258
12,48,162,URS00006DAFAD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872057.1:1..132:ncRNA:snopy:Mus_musculus300335,1,10090,1139401259
12,48,162,URS000084DDD0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872613.1:1..115:ncRNA:snopy:Mus_musculus300336,1,10090,1139401260
12,48,162,URS000072A5AC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872319.1:1..139:ncRNA:snopy:Mus_musculus300337,1,10090,1139401261
12,48,162,URS000068E52A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872123.1:1..131:ncRNA:snopy:Mus_musculus300338,1,10090,1139401262
12,48,162,URS00006C29CD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872251.1:1..130:ncRNA:snopy:Mus_musculus300339,1,10090,1139401263
12,48,162,URS00006B6528,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872301.1:1..133:ncRNA:snopy:Mus_musculus300340,1,10090,1139401264
12,48,162,URS0000632C37,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872029.1:1..129:ncRNA:snopy:Mus_musculus300341,1,10090,1139401265
12,48,162,URS00006A3882,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872283.1:1..132:ncRNA:snopy:Mus_musculus300342,1,10090,1139401266
12,48,162,URS000065E9F3,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872581.1:1..131:ncRNA:snopy:Mus_musculus300343,1,10090,1139401267
12,48,162,URS0000639F65,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872195.1:1..132:ncRNA:snopy:Mus_musculus300344,1,10090,1139401268
12,48,162,URS00006D187F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872137.1:1..126:ncRNA:snopy:Mus_musculus300345,1,10090,1139401269
12,48,162,URS0000627BCA,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872545.1:1..103:ncRNA:snopy:Mus_musculus300346,1,10090,1139401270
12,48,162,URS0000665465,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872103.1:1..132:ncRNA:snopy:Mus_musculus300347,1,10090,1139401271
12,48,162,URS0000699754,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872543.1:1..134:ncRNA:snopy:Mus_musculus300348,1,10090,1139401272
12,48,162,URS00006778CD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872023.1:1..132:ncRNA:snopy:Mus_musculus300349,1,10090,1139401273
12,48,162,URS00006F9C54,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872046.1:1..133:ncRNA:snopy:Mus_musculus300350,1,10090,1139401274
12,48,162,URS00006280FB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872284.1:1..132:ncRNA:snopy:Mus_musculus300351,1,10090,1139401275
12,48,162,URS000065BB67,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872324.1:1..127:ncRNA:snopy:Mus_musculus300352,1,10090,1139401276
12,48,162,URS00006AD9A7,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872271.1:1..132:ncRNA:snopy:Mus_musculus300353,1,10090,1139401277
12,48,162,URS000084360C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872466.1:1..112:ncRNA:snopy:Mus_musculus300354,1,10090,1139401278
12,48,162,URS0000650BFE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872292.1:1..131:ncRNA:snopy:Mus_musculus300355,1,10090,1139401279
12,48,162,URS00006C6DE1,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872138.1:1..132:ncRNA:snopy:Mus_musculus300356,1,10090,1139401280
12,48,162,URS00006845A4,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872877.1:1..78:ncRNA:snopy:Mus_musculus300357,1,10090,1139401281
12,48,162,URS0000650D3A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872456.1:1..139:ncRNA:snopy:Mus_musculus300358,1,10090,1139401282
12,48,162,URS0000715014,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872332.1:1..132:ncRNA:snopy:Mus_musculus300359,1,10090,1139401283
12,48,162,URS000063D335,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872159.1:1..130:ncRNA:snopy:Mus_musculus300360,1,10090,1139401284
12,48,162,URS0000686F45,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872114.1:1..133:ncRNA:snopy:Mus_musculus300361,1,10090,1139401285
12,48,162,URS00006DC526,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872309.1:1..132:ncRNA:snopy:Mus_musculus300362,1,10090,1139401286
12,48,162,URS000064CD71,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872386.1:1..122:ncRNA:snopy:Mus_musculus300363,1,10090,1139401287
12,48,162,URS00006C9C1D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872340.1:1..130:ncRNA:snopy:Mus_musculus300364,1,10090,1139401288
12,48,162,URS0000668967,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872073.1:1..131:ncRNA:snopy:Mus_musculus300365,1,10090,1139401289
12,48,162,URS000072F203,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872132.1:1..124:ncRNA:snopy:Mus_musculus300366,1,10090,1139401290
12,48,162,URS000067A33E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872515.1:1..114:ncRNA:snopy:Mus_musculus300367,1,10090,1139401291
12,48,162,URS0000649C8B,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872119.1:1..129:ncRNA:snopy:Mus_musculus300368,1,10090,1139401292
12,48,162,URS00006627AD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872209.1:1..132:ncRNA:snopy:Mus_musculus300369,1,10090,1139401293
12,48,162,URS000067D14F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872431.1:1..152:ncRNA:snopy:Mus_musculus300370,1,10090,1139401294
12,48,162,URS00006964EE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872235.1:1..134:ncRNA:snopy:Mus_musculus300371,1,10090,1139401295
12,48,162,URS0000625E0D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872325.1:1..129:ncRNA:snopy:Mus_musculus300372,1,10090,1139401296
12,48,162,URS00006F383A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872084.1:1..132:ncRNA:snopy:Mus_musculus300373,1,10090,1139401297
12,48,162,URS000065F295,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872186.1:1..132:ncRNA:snopy:Mus_musculus300374,1,10090,1139401298
12,48,162,URS000063D0F0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872806.1:1..83:ncRNA:snopy:Mus_musculus300375,1,10090,1139401299
12,48,162,URS00006D0125,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872236.1:1..134:ncRNA:snopy:Mus_musculus300376,1,10090,1139401300
12,48,162,URS000071DC55,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872531.1:1..136:ncRNA:snopy:Mus_musculus300378,1,10090,1139401301
12,48,162,URS00006E70E5,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872140.1:1..131:ncRNA:snopy:Mus_musculus300379,1,10090,1139401302
12,48,162,URS00006D4C36,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872153.1:1..131:ncRNA:snopy:Mus_musculus300380,1,10090,1139401303
12,48,162,URS00006BB694,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872250.1:1..126:ncRNA:snopy:Mus_musculus300381,1,10090,1139401304
12,48,162,URS000070DCA0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872061.1:1..134:ncRNA:snopy:Mus_musculus300382,1,10090,1139401305
12,48,162,URS000083E9DE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872450.1:1..129:ncRNA:snopy:Mus_musculus300383,1,10090,1139401306
12,48,162,URS00006646DC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872172.1:1..130:ncRNA:snopy:Mus_musculus300384,1,10090,1139401307
12,48,162,URS0000685EA4,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872171.1:1..143:ncRNA:snopy:Mus_musculus300385,1,10090,1139401308
12,48,162,URS00006F1E65,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872094.1:1..129:ncRNA:snopy:Mus_musculus300386,1,10090,1139401309
12,48,162,URS000070A598,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872050.1:1..133:ncRNA:snopy:Mus_musculus300387,1,10090,1139401310
12,48,162,URS00006FE5DB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872130.1:1..130:ncRNA:snopy:Mus_musculus300388,1,10090,1139401311
12,48,162,URS00006868AF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872038.1:1..131:ncRNA:snopy:Mus_musculus300389,1,10090,1139401312
12,48,162,URS00006A2F7D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872066.1:1..135:ncRNA:snopy:Mus_musculus300390,1,10090,1139401313
12,48,162,URS000070CE4A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872391.1:1..128:ncRNA:snopy:Mus_musculus300391,1,10090,1139401314
12,48,162,URS0000634636,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN871997.1:1..130:ncRNA:snopy:Mus_musculus300392,1,10090,1139401315
12,48,162,URS000064D4A8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872067.1:1..132:ncRNA:snopy:Mus_musculus300393,1,10090,1139401316
12,48,162,URS0000862200,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872561.1:1..125:ncRNA:snopy:Mus_musculus300394,1,10090,1139401317
12,48,162,URS00006BCC40,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872167.1:1..134:ncRNA:snopy:Mus_musculus300395,1,10090,1139401318
12,48,162,URS000072BF8D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872161.1:1..125:ncRNA:snopy:Mus_musculus300396,1,10090,1139401319
12,48,162,URS00008385FB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872397.1:1..116:ncRNA:snopy:Mus_musculus300397,1,10090,1139401320
12,48,162,URS000071C7A3,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872574.1:1..133:ncRNA:snopy:Mus_musculus300398,1,10090,1139401321
12,48,162,URS00006EE47F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872100.1:1..126:ncRNA:snopy:Mus_musculus300399,1,10090,1139401322
12,48,162,URS00008623A0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872467.1:1..132:ncRNA:snopy:Mus_musculus300400,1,10090,1139401323
12,48,162,URS000070873A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872529.1:1..141:ncRNA:snopy:Mus_musculus300401,1,10090,1139401324
12,48,162,URS000084043A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872160.1:1..127:ncRNA:snopy:Mus_musculus300403,1,10090,1139401325
12,48,162,URS00006CD187,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872135.1:1..129:ncRNA:snopy:Mus_musculus300404,1,10090,1139401326
12,48,162,URS0000726D14,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872048.1:1..130:ncRNA:snopy:Mus_musculus300405,1,10090,1139401327
12,48,162,URS000063847B,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872306.1:1..129:ncRNA:snopy:Mus_musculus300406,1,10090,1139401328
12,48,162,URS00006EFD05,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872222.1:1..132:ncRNA:snopy:Mus_musculus300407,1,10090,1139401329
12,48,162,URS00006EE6C5,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872516.1:1..121:ncRNA:snopy:Mus_musculus300408,1,10090,1139401330
12,48,162,URS00006F176E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872184.1:1..130:ncRNA:snopy:Mus_musculus300409,1,10090,1139401331
12,48,162,URS000065ACFC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872492.1:1..148:ncRNA:snopy:Mus_musculus300410,1,10090,1139401332
12,48,162,URS00006380D7,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872530.1:1..133:ncRNA:snopy:Mus_musculus300411,1,10090,1139401333
12,48,162,URS000066C4CB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872056.1:1..130:ncRNA:snopy:Mus_musculus300412,1,10090,1139401334
12,48,162,URS0000678575,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872532.1:1..129:ncRNA:snopy:Mus_musculus300413,1,10090,1139401335
12,48,162,URS0000698611,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872043.1:1..135:ncRNA:snopy:Mus_musculus300414,1,10090,1139401336
12,48,162,URS0000649ED9,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872546.1:1..134:ncRNA:snopy:Mus_musculus300415,1,10090,1139401337
12,48,162,URS000066AE27,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872354.1:1..137:ncRNA:snopy:Mus_musculus300416,1,10090,1139401338
12,48,162,URS0000692CF6,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872582.1:1..131:ncRNA:snopy:Mus_musculus300417,1,10090,1139401339
12,48,162,URS00006E5FFE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872583.1:1..113:ncRNA:snopy:Mus_musculus300418,1,10090,1139401340
12,48,162,URS000070CBF5,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872584.1:1..132:ncRNA:snopy:Mus_musculus300419,1,10090,1139401341
12,48,162,URS00006247D2,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872580.1:1..131:ncRNA:snopy:Mus_musculus300420,1,10090,1139401342
12,48,162,URS000083A936,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872430.1:1..117:ncRNA:snopy:Mus_musculus300421,1,10090,1139401343
12,48,162,URS00006B9225,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872409.1:1..129:ncRNA:snopy:Mus_musculus300422,1,10090,1139401344
12,48,162,URS00006FB941,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872025.1:1..132:ncRNA:snopy:Mus_musculus300423,1,10090,1139401345
12,48,162,URS0000633E9C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872181.1:1..132:ncRNA:snopy:Mus_musculus300424,1,10090,1139401346
12,48,162,URS00006D1D19,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872293.1:1..128:ncRNA:snopy:Mus_musculus300425,1,10090,1139401347
12,48,162,URS000065B881,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872448.1:1..136:ncRNA:snopy:Mus_musculus300426,1,10090,1139401348
12,48,162,URS000086195A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872526.1:1..135:ncRNA:snopy:Mus_musculus300427,1,10090,1139401349
12,48,162,URS00006F6532,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872486.1:1..131:ncRNA:snopy:Mus_musculus300428,1,10090,1139401350
12,48,162,URS0000686F45,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872113.1:1..133:ncRNA:snopy:Mus_musculus300429,1,10090,1139401351
12,48,162,URS0000836650,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872521.1:1..131:ncRNA:snopy:Mus_musculus300430,1,10090,1139401352
12,48,162,URS000083AEDE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872321.1:1..127:ncRNA:snopy:Mus_musculus300431,1,10090,1139401353
12,48,162,URS0000691677,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872316.1:1..132:ncRNA:snopy:Mus_musculus300432,1,10090,1139401354
12,48,162,URS0000681D7A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872027.1:1..132:ncRNA:snopy:Mus_musculus300433,1,10090,1139401355
12,48,162,URS000069BB42,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872558.1:1..129:ncRNA:snopy:Mus_musculus300434,1,10090,1139401356
12,48,162,URS00006D04D6,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872294.1:1..129:ncRNA:snopy:Mus_musculus300435,1,10090,1139401357
12,48,162,URS00007058CF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872304.1:1..125:ncRNA:snopy:Mus_musculus300436,1,10090,1139401358
12,48,162,URS0000698DBE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872317.1:1..130:ncRNA:snopy:Mus_musculus300437,1,10090,1139401359
12,48,162,URS00006DE979,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872246.1:1..132:ncRNA:snopy:Mus_musculus300438,1,10090,1139401360
12,48,162,URS00007138B2,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872725.1:1..79:ncRNA:snopy:Mus_musculus300439,1,10090,1139401361
12,48,162,URS000065C6BB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872726.1:1..79:ncRNA:snopy:Mus_musculus300440,1,10090,1139401362
12,48,162,URS0000729037,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872727.1:1..79:ncRNA:snopy:Mus_musculus300441,1,10090,1139401363
12,48,162,URS000068301B,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872728.1:1..79:ncRNA:snopy:Mus_musculus300442,1,10090,1139401364
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872729.1:1..79:ncRNA:snopy:Mus_musculus300443,1,10090,1139401365
12,48,162,URS000066FBF5,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872131.1:1..132:ncRNA:snopy:Mus_musculus300444,1,10090,1139401366
12,48,162,URS00006523C7,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872259.1:1..132:ncRNA:snopy:Mus_musculus300445,1,10090,1139401367
12,48,162,URS000085D711,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872489.1:1..113:ncRNA:snopy:Mus_musculus300446,1,10090,1139401368
12,48,162,URS000067FDC1,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872303.1:1..128:ncRNA:snopy:Mus_musculus300447,1,10090,1139401369
12,48,162,URS000069AB4E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872299.1:1..132:ncRNA:snopy:Mus_musculus300449,1,10090,1139401370
12,48,162,URS0000709046,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872312.1:1..136:ncRNA:snopy:Mus_musculus300450,1,10090,1139401371
12,48,162,URS000071C686,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN871978.1:1..132:ncRNA:snopy:Mus_musculus300451,1,10090,1139401372
12,48,162,URS00007002B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872174.1:1..133:ncRNA:snopy:Mus_musculus300452,1,10090,1139401373
12,48,162,URS00006AC767,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872124.1:1..132:ncRNA:snopy:Mus_musculus300453,1,10090,1139401374
12,48,162,URS00006DAE66,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872146.1:1..124:ncRNA:snopy:Mus_musculus300454,1,10090,1139401375
12,48,162,URS0000863669,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872260.1:1..133:ncRNA:snopy:Mus_musculus300455,1,10090,1139401376
12,48,162,URS000068503E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872348.1:1..137:ncRNA:snopy:Mus_musculus300456,1,10090,1139401377
12,48,162,URS00007137A7,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872059.1:1..117:ncRNA:snopy:Mus_musculus300457,1,10090,1139401378
12,48,162,URS0000629CF6,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872266.1:1..128:ncRNA:snopy:Mus_musculus300458,1,10090,1139401379
12,48,162,URS0000843A39,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872564.1:1..135:ncRNA:snopy:Mus_musculus300459,1,10090,1139401380
12,48,162,URS00006F383B,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872191.1:1..130:ncRNA:snopy:Mus_musculus300460,1,10090,1139401381
