dbid,created,last,upi,version_i,deleted,timestamp,userstamp,ac,version,taxid,id,Cluster_Asignado
12,48,162,URS00006E580F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872768.1:1..79:ncRNA:snopy:Mus_musculus300234,1,10090,1139401161,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872767.1:1..79:ncRNA:snopy:Mus_musculus300235,1,10090,1139401162,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872766.1:1..79:ncRNA:snopy:Mus_musculus300236,1,10090,1139401163,1
12,48,162,URS0000624C01,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872765.1:1..78:ncRNA:snopy:Mus_musculus300237,1,10090,1139401164,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872764.1:1..79:ncRNA:snopy:Mus_musculus300238,1,10090,1139401165,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872762.1:1..79:ncRNA:snopy:Mus_musculus300239,1,10090,1139401166,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872761.1:1..79:ncRNA:snopy:Mus_musculus300240,1,10090,1139401167,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872760.1:1..79:ncRNA:snopy:Mus_musculus300241,1,10090,1139401168,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872759.1:1..79:ncRNA:snopy:Mus_musculus300242,1,10090,1139401169,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872758.1:1..79:ncRNA:snopy:Mus_musculus300243,1,10090,1139401170,1
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872757.1:1..79:ncRNA:snopy:Mus_musculus300244,1,10090,1139401171,1
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872756.1:1..79:ncRNA:snopy:Mus_musculus300245,1,10090,1139401172,1
12,48,162,URS0000670F0D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872755.1:1..79:ncRNA:snopy:Mus_musculus300246,1,10090,1139401173,1
12,48,162,URS0000633424,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872754.1:1..79:ncRNA:snopy:Mus_musculus300247,1,10090,1139401174,1
12,48,162,URS00006506F8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872753.1:1..79:ncRNA:snopy:Mus_musculus300248,1,10090,1139401175,1
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872775.1:1..79:ncRNA:snopy:Mus_musculus300249,1,10090,1139401176,1
12,48,162,URS0000658F8F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872774.1:1..79:ncRNA:snopy:Mus_musculus300250,1,10090,1139401177,1
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872773.1:1..79:ncRNA:snopy:Mus_musculus300251,1,10090,1139401178,1
12,48,162,URS0000658F8F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872772.1:1..79:ncRNA:snopy:Mus_musculus300252,1,10090,1139401179,1
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872771.1:1..79:ncRNA:snopy:Mus_musculus300253,1,10090,1139401180,1
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872770.1:1..79:ncRNA:snopy:Mus_musculus300254,1,10090,1139401181,1
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872769.1:1..79:ncRNA:snopy:Mus_musculus300255,1,10090,1139401182,1
12,48,162,URS00006838B0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872763.1:1..79:ncRNA:snopy:Mus_musculus300256,1,10090,1139401183,1
12,48,162,URS000064CF37,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872752.1:1..79:ncRNA:snopy:Mus_musculus300257,1,10090,1139401184,1
12,48,162,URS00006A3902,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872218.1:1..131:ncRNA:snopy:Mus_musculus300258,1,10090,1139401185,1
12,48,162,URS000068FE5C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872237.1:1..131:ncRNA:snopy:Mus_musculus300260,1,10090,1139401186,1
12,48,162,URS00006BB19A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872035.1:1..132:ncRNA:snopy:Mus_musculus300261,1,10090,1139401187,1
12,48,162,URS00006D6411,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872026.1:1..132:ncRNA:snopy:Mus_musculus300262,1,10090,1139401188,1
12,48,162,URS000063A29D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872940.1:1..76:ncRNA:snopy:Mus_musculus300263,1,10090,1139401189,1
12,48,162,URS0000714979,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872170.1:1..131:ncRNA:snopy:Mus_musculus300264,1,10090,1139401190,1
12,48,162,URS0000700C3B,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872045.1:1..129:ncRNA:snopy:Mus_musculus300265,1,10090,1139401191,1
12,48,162,URS000083B28D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872554.1:1..116:ncRNA:snopy:Mus_musculus300266,1,10090,1139401192,1
12,48,162,URS0000714E57,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872782.1:1..94:ncRNA:snopy:Mus_musculus300267,1,10090,1139401193,1
12,48,162,URS000072B52D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872783.1:1..94:ncRNA:snopy:Mus_musculus300268,1,10090,1139401194,1
12,48,162,URS0000658CC6,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872206.1:1..125:ncRNA:snopy:Mus_musculus300269,1,10090,1139401195,1
12,48,162,URS000062DABA,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872273.1:1..132:ncRNA:snopy:Mus_musculus300270,1,10090,1139401196,1
12,48,162,URS0000705682,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872553.1:1..127:ncRNA:snopy:Mus_musculus300271,1,10090,1139401197,1
12,48,162,URS00006C003F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872295.1:1..132:ncRNA:snopy:Mus_musculus300272,1,10090,1139401198,1
12,48,162,URS00006C6F80,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872632.1:1..69:ncRNA:snopy:Mus_musculus300273,1,10090,1139401199,1
12,48,162,URS00006E6B5F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872633.1:1..75:ncRNA:snopy:Mus_musculus300274,1,10090,1139401200,1
12,48,162,URS00006622B5,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872634.1:1..75:ncRNA:snopy:Mus_musculus300275,1,10090,1139401201,1
12,48,162,URS000085D0E8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872635.1:1..75:ncRNA:snopy:Mus_musculus300276,1,10090,1139401202,1
12,48,162,URS00006D4C21,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872636.1:1..75:ncRNA:snopy:Mus_musculus300277,1,10090,1139401203,1
12,48,162,URS000072249F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872637.1:1..72:ncRNA:snopy:Mus_musculus300278,1,10090,1139401204,1
12,48,162,URS000068A42A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872573.1:1..131:ncRNA:snopy:Mus_musculus300279,1,10090,1139401205,1
12,48,162,URS00007254AD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872451.1:1..134:ncRNA:snopy:Mus_musculus300280,1,10090,1139401206,1
12,48,162,URS00007154D9,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872008.1:1..129:ncRNA:snopy:Mus_musculus300281,1,10090,1139401207,1
12,48,162,URS000062CE88,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872572.1:1..132:ncRNA:snopy:Mus_musculus300282,1,10090,1139401208,1
12,48,162,URS0000655B96,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872019.1:1..129:ncRNA:snopy:Mus_musculus300284,1,10090,1139401209,1
12,48,162,URS00006F215A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872185.1:1..131:ncRNA:snopy:Mus_musculus300285,1,10090,1139401210,1
12,48,162,URS00007114CA,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872116.1:1..131:ncRNA:snopy:Mus_musculus300286,1,10090,1139401211,1
12,48,162,URS000064E6DC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872498.1:1..130:ncRNA:snopy:Mus_musculus300287,1,10090,1139401212,1
12,48,162,URS000069870A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872551.1:1..133:ncRNA:snopy:Mus_musculus300288,1,10090,1139401213,1
12,48,162,URS0000667DF4,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872155.1:1..132:ncRNA:snopy:Mus_musculus300289,1,10090,1139401214,1
12,48,162,URS00006BC631,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872203.1:1..128:ncRNA:snopy:Mus_musculus300290,1,10090,1139401215,1
12,48,162,URS0000846ED2,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872398.1:1..108:ncRNA:snopy:Mus_musculus300291,1,10090,1139401216,1
12,48,162,URS000062EE01,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872479.1:1..133:ncRNA:snopy:Mus_musculus300292,1,10090,1139401217,1
12,48,162,URS000084D846,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872178.1:1..130:ncRNA:snopy:Mus_musculus300293,1,10090,1139401218,1
12,48,162,URS00006E73DC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872519.1:1..129:ncRNA:snopy:Mus_musculus300294,1,10090,1139401219,1
12,48,162,URS000068D93D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872576.1:1..132:ncRNA:snopy:Mus_musculus300295,1,10090,1139401220,1
12,48,162,URS0000843FBF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872279.1:1..124:ncRNA:snopy:Mus_musculus300296,1,10090,1139401221,1
12,48,162,URS00006A06BF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872115.1:1..120:ncRNA:snopy:Mus_musculus300297,1,10090,1139401222,1
12,48,162,URS00006C848F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872065.1:1..130:ncRNA:snopy:Mus_musculus300298,1,10090,1139401223,1
12,48,162,URS000066F09E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872177.1:1..132:ncRNA:snopy:Mus_musculus300299,1,10090,1139401224,1
12,48,162,URS00006BE3E5,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872147.1:1..133:ncRNA:snopy:Mus_musculus300300,1,10090,1139401225,1
12,48,162,URS00006A6683,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872602.1:1..119:ncRNA:snopy:Mus_musculus300301,1,10090,1139401226,1
12,48,162,URS000070715C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872117.1:1..132:ncRNA:snopy:Mus_musculus300302,1,10090,1139401227,1
12,48,162,URS00006A1B4C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872223.1:1..132:ncRNA:snopy:Mus_musculus300303,1,10090,1139401228,1
12,48,162,URS000070E79F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872612.1:1..133:ncRNA:snopy:Mus_musculus300304,1,10090,1139401229,1
12,48,162,URS00006605EB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872252.1:1..127:ncRNA:snopy:Mus_musculus300305,1,10090,1139401230,1
12,48,162,URS00006237D6,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872180.1:1..130:ncRNA:snopy:Mus_musculus300306,1,10090,1139401231,1
12,48,162,URS00006A6169,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872079.1:1..132:ncRNA:snopy:Mus_musculus300307,1,10090,1139401232,1
12,48,162,URS000062BFBF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872872.1:1..70:ncRNA:snopy:Mus_musculus300308,1,10090,1139401233,1
12,48,162,URS00006EA741,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872040.1:1..132:ncRNA:snopy:Mus_musculus300309,1,10090,1139401234,1
12,48,162,URS00006C9190,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872158.1:1..132:ncRNA:snopy:Mus_musculus300310,1,10090,1139401235,1
12,48,162,URS00006D9907,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872499.1:1..130:ncRNA:snopy:Mus_musculus300311,1,10090,1139401236,1
12,48,162,URS000070BD13,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872013.1:1..134:ncRNA:snopy:Mus_musculus300312,1,10090,1139401237,1
12,48,162,URS0000697BC0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872083.1:1..131:ncRNA:snopy:Mus_musculus300313,1,10090,1139401238,1
12,48,162,URS00006A4546,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872556.1:1..137:ncRNA:snopy:Mus_musculus300314,1,10090,1139401239,1
12,48,162,URS00006D25F3,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872528.1:1..143:ncRNA:snopy:Mus_musculus300315,1,10090,1139401240,1
12,48,162,URS000072967A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872230.1:1..130:ncRNA:snopy:Mus_musculus300316,1,10090,1139401241,1
12,48,162,URS000044217C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872935.1:1..97:ncRNA:snopy:Mus_musculus300317,1,10090,1139401242,1
12,48,162,URS000084CF4D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872447.1:1..142:ncRNA:snopy:Mus_musculus300318,1,10090,1139401243,1
12,48,162,URS000063567F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872400.1:1..108:ncRNA:snopy:Mus_musculus300319,1,10090,1139401244,1
12,48,162,URS00006B683C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872550.1:1..123:ncRNA:snopy:Mus_musculus300320,1,10090,1139401245,1
12,48,162,URS000072420F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872424.1:1..133:ncRNA:snopy:Mus_musculus300322,1,10090,1139401246,1
12,48,162,URS0000862494,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872481.1:1..138:ncRNA:snopy:Mus_musculus300323,1,10090,1139401247,1
12,48,162,URS0000646A3F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872249.1:1..138:ncRNA:snopy:Mus_musculus300324,1,10090,1139401248,1
12,48,162,URS00006F7E77,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872286.1:1..132:ncRNA:snopy:Mus_musculus300325,1,10090,1139401249,1
12,48,162,URS00006F815E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872176.1:1..131:ncRNA:snopy:Mus_musculus300326,1,10090,1139401250,1
12,48,162,URS00007012BC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872205.1:1..132:ncRNA:snopy:Mus_musculus300327,1,10090,1139401251,1
12,48,162,URS000070238A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872134.1:1..133:ncRNA:snopy:Mus_musculus300328,1,10090,1139401252,1
12,48,162,URS00006C5322,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872017.1:1..126:ncRNA:snopy:Mus_musculus300329,1,10090,1139401253,1
12,48,162,URS000085F95E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872380.1:1..105:ncRNA:snopy:Mus_musculus300330,1,10090,1139401254,1
12,48,162,URS000070E5A1,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872028.1:1..131:ncRNA:snopy:Mus_musculus300331,1,10090,1139401255,1
12,48,162,URS0000673FDA,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872081.1:1..132:ncRNA:snopy:Mus_musculus300332,1,10090,1139401256,1
12,48,162,URS000065C361,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872012.1:1..131:ncRNA:snopy:Mus_musculus300333,1,10090,1139401257,1
12,48,162,URS0000652541,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872175.1:1..132:ncRNA:snopy:Mus_musculus300334,1,10090,1139401258,1
12,48,162,URS00006DAFAD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872057.1:1..132:ncRNA:snopy:Mus_musculus300335,1,10090,1139401259,1
12,48,162,URS000084DDD0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872613.1:1..115:ncRNA:snopy:Mus_musculus300336,1,10090,1139401260,1
12,48,162,URS000072A5AC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872319.1:1..139:ncRNA:snopy:Mus_musculus300337,1,10090,1139401261,1
12,48,162,URS000068E52A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872123.1:1..131:ncRNA:snopy:Mus_musculus300338,1,10090,1139401262,1
12,48,162,URS00006C29CD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872251.1:1..130:ncRNA:snopy:Mus_musculus300339,1,10090,1139401263,1
12,48,162,URS00006B6528,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872301.1:1..133:ncRNA:snopy:Mus_musculus300340,1,10090,1139401264,1
12,48,162,URS0000632C37,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872029.1:1..129:ncRNA:snopy:Mus_musculus300341,1,10090,1139401265,1
12,48,162,URS00006A3882,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872283.1:1..132:ncRNA:snopy:Mus_musculus300342,1,10090,1139401266,1
12,48,162,URS000065E9F3,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872581.1:1..131:ncRNA:snopy:Mus_musculus300343,1,10090,1139401267,1
12,48,162,URS0000639F65,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872195.1:1..132:ncRNA:snopy:Mus_musculus300344,1,10090,1139401268,1
12,48,162,URS00006D187F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872137.1:1..126:ncRNA:snopy:Mus_musculus300345,1,10090,1139401269,1
12,48,162,URS0000627BCA,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872545.1:1..103:ncRNA:snopy:Mus_musculus300346,1,10090,1139401270,1
12,48,162,URS0000665465,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872103.1:1..132:ncRNA:snopy:Mus_musculus300347,1,10090,1139401271,1
12,48,162,URS0000699754,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872543.1:1..134:ncRNA:snopy:Mus_musculus300348,1,10090,1139401272,1
12,48,162,URS00006778CD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872023.1:1..132:ncRNA:snopy:Mus_musculus300349,1,10090,1139401273,1
12,48,162,URS00006F9C54,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872046.1:1..133:ncRNA:snopy:Mus_musculus300350,1,10090,1139401274,1
12,48,162,URS00006280FB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872284.1:1..132:ncRNA:snopy:Mus_musculus300351,1,10090,1139401275,1
12,48,162,URS000065BB67,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872324.1:1..127:ncRNA:snopy:Mus_musculus300352,1,10090,1139401276,1
12,48,162,URS00006AD9A7,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872271.1:1..132:ncRNA:snopy:Mus_musculus300353,1,10090,1139401277,1
12,48,162,URS000084360C,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872466.1:1..112:ncRNA:snopy:Mus_musculus300354,1,10090,1139401278,1
12,48,162,URS0000650BFE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872292.1:1..131:ncRNA:snopy:Mus_musculus300355,1,10090,1139401279,1
12,48,162,URS00006C6DE1,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872138.1:1..132:ncRNA:snopy:Mus_musculus300356,1,10090,1139401280,1
12,48,162,URS00006845A4,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872877.1:1..78:ncRNA:snopy:Mus_musculus300357,1,10090,1139401281,1
12,48,162,URS0000650D3A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872456.1:1..139:ncRNA:snopy:Mus_musculus300358,1,10090,1139401282,1
12,48,162,URS0000715014,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872332.1:1..132:ncRNA:snopy:Mus_musculus300359,1,10090,1139401283,1
12,48,162,URS000063D335,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872159.1:1..130:ncRNA:snopy:Mus_musculus300360,1,10090,1139401284,1
12,48,162,URS0000686F45,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872114.1:1..133:ncRNA:snopy:Mus_musculus300361,1,10090,1139401285,1
12,48,162,URS00006DC526,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872309.1:1..132:ncRNA:snopy:Mus_musculus300362,1,10090,1139401286,1
12,48,162,URS000064CD71,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872386.1:1..122:ncRNA:snopy:Mus_musculus300363,1,10090,1139401287,1
12,48,162,URS00006C9C1D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872340.1:1..130:ncRNA:snopy:Mus_musculus300364,1,10090,1139401288,1
12,48,162,URS0000668967,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872073.1:1..131:ncRNA:snopy:Mus_musculus300365,1,10090,1139401289,1
12,48,162,URS000072F203,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872132.1:1..124:ncRNA:snopy:Mus_musculus300366,1,10090,1139401290,1
12,48,162,URS000067A33E,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872515.1:1..114:ncRNA:snopy:Mus_musculus300367,1,10090,1139401291,1
12,48,162,URS0000649C8B,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872119.1:1..129:ncRNA:snopy:Mus_musculus300368,1,10090,1139401292,1
12,48,162,URS00006627AD,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872209.1:1..132:ncRNA:snopy:Mus_musculus300369,1,10090,1139401293,1
12,48,162,URS000067D14F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872431.1:1..152:ncRNA:snopy:Mus_musculus300370,1,10090,1139401294,1
12,48,162,URS00006964EE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872235.1:1..134:ncRNA:snopy:Mus_musculus300371,1,10090,1139401295,1
12,48,162,URS0000625E0D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872325.1:1..129:ncRNA:snopy:Mus_musculus300372,1,10090,1139401296,1
12,48,162,URS00006F383A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872084.1:1..132:ncRNA:snopy:Mus_musculus300373,1,10090,1139401297,1
12,48,162,URS000065F295,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872186.1:1..132:ncRNA:snopy:Mus_musculus300374,1,10090,1139401298,1
12,48,162,URS000063D0F0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872806.1:1..83:ncRNA:snopy:Mus_musculus300375,1,10090,1139401299,1
12,48,162,URS00006D0125,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872236.1:1..134:ncRNA:snopy:Mus_musculus300376,1,10090,1139401300,1
12,48,162,URS000071DC55,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872531.1:1..136:ncRNA:snopy:Mus_musculus300378,1,10090,1139401301,1
12,48,162,URS00006E70E5,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872140.1:1..131:ncRNA:snopy:Mus_musculus300379,1,10090,1139401302,1
12,48,162,URS00006D4C36,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872153.1:1..131:ncRNA:snopy:Mus_musculus300380,1,10090,1139401303,1
12,48,162,URS00006BB694,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872250.1:1..126:ncRNA:snopy:Mus_musculus300381,1,10090,1139401304,1
12,48,162,URS000070DCA0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872061.1:1..134:ncRNA:snopy:Mus_musculus300382,1,10090,1139401305,1
12,48,162,URS000083E9DE,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872450.1:1..129:ncRNA:snopy:Mus_musculus300383,1,10090,1139401306,1
12,48,162,URS00006646DC,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872172.1:1..130:ncRNA:snopy:Mus_musculus300384,1,10090,1139401307,1
12,48,162,URS0000685EA4,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872171.1:1..143:ncRNA:snopy:Mus_musculus300385,1,10090,1139401308,1
12,48,162,URS00006F1E65,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872094.1:1..129:ncRNA:snopy:Mus_musculus300386,1,10090,1139401309,1
12,48,162,URS000070A598,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872050.1:1..133:ncRNA:snopy:Mus_musculus300387,1,10090,1139401310,1
12,48,162,URS00006FE5DB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872130.1:1..130:ncRNA:snopy:Mus_musculus300388,1,10090,1139401311,1
12,48,162,URS00006868AF,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872038.1:1..131:ncRNA:snopy:Mus_musculus300389,1,10090,1139401312,1
12,48,162,URS00006A2F7D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872066.1:1..135:ncRNA:snopy:Mus_musculus300390,1,10090,1139401313,1
12,48,162,URS000070CE4A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872391.1:1..128:ncRNA:snopy:Mus_musculus300391,1,10090,1139401314,1
12,48,162,URS0000634636,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN871997.1:1..130:ncRNA:snopy:Mus_musculus300392,1,10090,1139401315,1
12,48,162,URS000064D4A8,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872067.1:1..132:ncRNA:snopy:Mus_musculus300393,1,10090,1139401316,1
12,48,162,URS0000862200,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872561.1:1..125:ncRNA:snopy:Mus_musculus300394,1,10090,1139401317,1
12,48,162,URS00006BCC40,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872167.1:1..134:ncRNA:snopy:Mus_musculus300395,1,10090,1139401318,1
12,48,162,URS000072BF8D,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872161.1:1..125:ncRNA:snopy:Mus_musculus300396,1,10090,1139401319,1
12,48,162,URS00008385FB,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872397.1:1..116:ncRNA:snopy:Mus_musculus300397,1,10090,1139401320,1
12,48,162,URS000071C7A3,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872574.1:1..133:ncRNA:snopy:Mus_musculus300398,1,10090,1139401321,1
12,48,162,URS00006EE47F,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872100.1:1..126:ncRNA:snopy:Mus_musculus300399,1,10090,1139401322,1
12,48,162,URS00008623A0,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872467.1:1..132:ncRNA:snopy:Mus_musculus300400,1,10090,1139401323,1
12,48,162,URS000070873A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872529.1:1..141:ncRNA:snopy:Mus_musculus300401,1,10090,1139401324,1
12,48,162,URS000084043A,1,Y,2015-10-19 22:12:25.000000,RNACEN,LN872160.1:1..127:ncRNA:snopy:Mus_musculus300403,1,10090,1139401325,1
